"peak_id","peak_chr","peak_start","peak_end","peak_mid","peak_score","win10_start","win10_end","genes_TSS_10kb","genes_geneBodyOverlap_10kb","nearest_gene","nearest_proteincoding_gene","nearest_proteincoding_gene_distance","peak_overlap_type","peak_distanceToTSS","peak_overlap_simple","sequence_name","peak_overlap_custom"
"chr18:58500317-58500683","chr18",58500317,58500683,58500500,137,58490500,58510500,"","ALPK2","ALPK2","ALPK2",128457,"Intron (ENST00000735990.1/ENST00000735990.1, intron 1 of 1)",36436,"Intron","chr18_58500317-58500683","Intron"
"chr18:58526690-58527221","chr18",58526690,58527221,58526955,702,58516955,58536955,"","ALPK2","ALPK2","ALPK2",102002,"Intron (ENST00000361673.4/115701, intron 6 of 12)",9898,"Intron","chr18_58526690-58527221","Intron"
"chr18:58538512-58538904","chr18",58538512,58538904,58538708,178,58528708,58548708,"","ALPK2","ALPK2","ALPK2",90249,"Promoter (1-2kb)",-1393,"Promoter","chr18_58538512-58538904","Promoter"
"chr18:58549943-58550328","chr18",58549943,58550328,58550135,112,58540135,58560135,"LOC105372145","LOC105372145,ALPK2","ALPK2","ALPK2",78822,"Intron (ENST00000361673.4/115701, intron 4 of 12)",-6662,"Intron","chr18_58549943-58550328","Intron"
"chr18:58605313-58605797","chr18",58605313,58605797,58605555,445,58595555,58615555,"SNORA108","SNORA108,ALPK2","ALPK2","ALPK2",23402,"Intron (ENST00000739886.1/ENST00000739886.1, intron 2 of 3)",4682,"Intron","chr18_58605313-58605797","Intron"
"chr18:62287851-62288182","chr18",62287851,62288182,62288016,70,62278016,62298016,"","RELCH","RELCH","RELCH",100758,"Intron (ENST00000644646.2/57614, intron 26 of 28)",5531,"Intron","chr18_62287851-62288182","Intron"
"chr18:62452504-62452842","chr18",62452504,62452842,62452673,72,62442673,62462673,"","","TNFRSF11A","TNFRSF11A",127386,"Distal Intergenic",-70183,"Intergenic","chr18_62452504-62452842","Intergenic"
"chr18:62539314-62539679","chr18",62539314,62539679,62539496,105,62529496,62549496,"","ZCCHC2","ZCCHC2","ZCCHC2",16489,"Promoter (<=1kb)",0,"Promoter","chr18_62539314-62539679","Promoter"
"chr18:62741119-62741512","chr18",62741119,62741512,62741315,58,62731315,62751315,"","PHLPP1","PHLPP1","PHLPP1",25865,"Intron (ENST00000262719.10/23239, intron 1 of 16)",25578,"Intron","chr18_62741119-62741512","Intron"
"chr18:67145784-67146246","chr18",67145784,67146246,67146015,215,67136015,67156015,"","","MIR5011","DSEL",370965,"Distal Intergenic",64200,"Intergenic","chr18_67145784-67146246","Intergenic"
"chr18:69330353-69330775","chr18",69330353,69330775,69330564,302,69320564,69340564,"","","LOC107985136","DOK6",-70491,"Distal Intergenic",-35553,"Intergenic","chr18_69330353-69330775","Intergenic"
"chr18:69353104-69353428","chr18",69353104,69353428,69353266,82,69343266,69363266,"","","LOC107985136","DOK6",-47789,"Distal Intergenic",-12900,"Intergenic","chr18_69353104-69353428","Intergenic"
"chr18:69358544-69358846","chr18",69358544,69358846,69358695,116,69348695,69368695,"LOC107985136","LOC107985136","LOC107985136","DOK6",-42360,"Distal Intergenic",-7482,"Intergenic","chr18_69358544-69358846","Intergenic"
"chr18:69788921-69789225","chr18",69788921,69789225,69789073,42,69779073,69799073,"","DOK6","DOK6","DOK6",388018,"Intron (ENST00000382713.10/220164, intron 7 of 7)",49936,"Intron","chr18_69788921-69789225","Intron"
"chr18:69886116-69886430","chr18",69886116,69886430,69886273,131,69876273,69896273,"","CD226","CD226","CD226",75530,"Intron (ENST00000578928.1/10666, intron 1 of 3)",9379,"Intron","chr18_69886116-69886430","Intron"
"chr18:69914934-69915246","chr18",69914934,69915246,69915090,91,69905090,69925090,"","CD226","CD226","CD226",46713,"Intron (ENST00000582621.6/10666, intron 2 of 5)",-19125,"Intron","chr18_69914934-69915246","Intron"
"chr18:70376684-70377229","chr18",70376684,70377229,70376956,944,70366956,70386956,"LINC01910","LINC01910,LINC01909","LINC01909","SOCS6",88055,"Intron (ENST00000783305.1/101927481, intron 3 of 3)",7362,"Intron","chr18_70376684-70377229","Intron"
"chr18:70380973-70381394","chr18",70380973,70381394,70381183,196,70371183,70391183,"LINC01910","LINC01910,LINC01909","LINC01909","SOCS6",92282,"Exon (ENST00000582251.1/101060542, exon 3 of 3)",3197,"Exon","chr18_70380973-70381394","Exon"
"chr18:70698647-70698981","chr18",70698647,70698981,70698814,97,70688814,70708814,"","LOC124904322","LOC124904322","SOCS6",409913,"Intron (ENST00000745041.1/124904322, intron 2 of 2)",-9433,"Intron","chr18_70698647-70698981","Intron"
"chr18:73544157-73544446","chr18",73544157,73544446,73544301,23,73534301,73554301,"","","LOC105372190","FBXO15",603564,"Distal Intergenic",146843,"Intergenic","chr18_73544157-73544446","Intergenic"
"chr18:74234307-74234755","chr18",74234307,74234755,74234531,312,74224531,74244531,"","","CYB5A","CYB5A",57485,"Intron (ENST00000775163.1/ENST00000775163.1, intron 1 of 1)",26422,"Intron","chr18_74234307-74234755","Intron"
"chr18:74242200-74242669","chr18",74242200,74242669,74242434,178,74232434,74252434,"","CYB5A","CYB5A","CYB5A",49582,"Intron (ENST00000775163.1/ENST00000775163.1, intron 1 of 1)",18508,"Intron","chr18_74242200-74242669","Intron"
"chr18:74292083-74292676","chr18",74292083,74292676,74292379,661,74282379,74302379,"CYB5A","CYB5A","CYB5A","CYB5A",-363,"Promoter (<=1kb)",-110,"Promoter","chr18_74292083-74292676","Promoter"
"chr18:74669402-74669805","chr18",74669402,74669805,74669603,193,74659603,74679603,"","ZNF407","ZNF407","ZNF407",71733,"Intron (ENST00000582337.5/55628, intron 3 of 4)",38382,"Intron","chr18_74669402-74669805","Intron"
"chr18:74716330-74716765","chr18",74716330,74716765,74716547,79,74706547,74726547,"","ZNF407","ZNF407","ZNF407",118677,"Intron (ENST00000582337.5/55628, intron 3 of 4)",85310,"Intron","chr18_74716330-74716765","Intron"
"chr18:75226272-75226597","chr18",75226272,75226597,75226434,55,75216434,75236434,"","TSHZ1","TSHZ1","TSHZ1",15679,"Intron (ENST00000322038.5/10194, intron 1 of 1)",5214,"Intron","chr18_75226272-75226597","Intron"
"chr18:75290643-75291020","chr18",75290643,75291020,75290831,84,75280831,75300831,"","TSHZ1","TSHZ1","TSHZ1",80076,"Distal Intergenic",46067,"Intergenic","chr18_75290643-75291020","Intergenic"
"chr18:76771030-76771556","chr18",76771030,76771556,76771293,451,76761293,76781293,"","","ZNF236-DT","ZNF236",-51314,"Distal Intergenic",50509,"Intergenic","chr18_76771030-76771556","Intergenic"
"chr18:76994059-76994403","chr18",76994059,76994403,76994231,70,76984231,77004231,"","MBP","MBP","MBP",139452,"Intron (ENST00000382582.7/4155, intron 2 of 6)",-4036,"Intron","chr18_76994059-76994403","Intron"
"chr18:77114781-77115295","chr18",77114781,77115295,77115038,564,77105038,77125038,"","MBP","MBP","MBP",18645,"Exon (ENST00000611482.1/ENST00000611482.1, exon 1 of 1)",-9520,"Exon","chr18_77114781-77115295","Exon"
"chr19:798608-799102","chr19",798608,799102,798855,367,788855,808855,"MIR4745,LOC101928450,PTBP1","MIR4745,LOC101928450,PTBP1","PTBP1","PTBP1",1780,"Promoter (<=1kb)",180,"Promoter","chr19_798608-799102","Promoter"
"chr19:1501089-1501490","chr19",1501089,1501490,1501289,156,1491289,1511289,"PLK5","PLK5,ADAMTSL5,REEP6","REEP6","REEP6",10542,"Distal Intergenic",5613,"Intergenic","chr19_1501089-1501490","Intergenic"
"chr19:2168937-2169286","chr19",2168937,2169286,2169111,139,2159111,2179111,"DOT1L,AP3D1","DOT1L,AP3D1","DOT1L","DOT1L",4962,"Intron (ENST00000686010.1/84444, intron 1 of 27)",-4469,"Intron","chr19_2168937-2169286","Intron"
"chr19:2591787-2592286","chr19",2591787,2592286,2592036,576,2582036,2602036,"","GNG7","GNG7","GNG7",110673,"Intron (ENST00000382159.8/2788, intron 2 of 4)",-38429,"Intron","chr19_2591787-2592286","Intron"
"chr19:3480466-3480904","chr19",3480466,3480904,3480685,288,3470685,3490685,"SMIM44,SMIM24","SMIM44,SMIM24","SMIM24","SMIM24",-143,"Promoter (<=1kb)",0,"Promoter","chr19_3480466-3480904","Promoter"
"chr19:4705310-4705856","chr19",4705310,4705856,4705583,802,4695583,4715583,"","DPP9","DPP9","DPP9",19090,"Promoter (1-2kb)",-1159,"Promoter","chr19_4705310-4705856","Promoter"
"chr19:4844767-4845188","chr19",4844767,4845188,4844977,220,4834977,4854977,"","PLIN3","PLIN3","PLIN3",22791,"Exon (ENST00000221957.9/10226, exon 7 of 8)",-13055,"Exon","chr19_4844767-4845188","Exon"
"chr19:6066778-6067071","chr19",6066778,6067071,6066924,76,6056924,6076924,"","RFX2","RFX2","RFX2",132648,"Exon (ENST00000723439.1/ENST00000723439.1, exon 1 of 2)",-9495,"Exon","chr19_6066778-6067071","Exon"
"chr19:6087201-6087524","chr19",6087201,6087524,6087362,88,6077362,6097362,"","RFX2","RFX2","RFX2",112210,"Intron (ENST00000303657.10/5990, intron 1 of 17)",22922,"Intron","chr19_6087201-6087524","Intron"
"chr19:6464146-6464731","chr19",6464146,6464731,6464438,496,6454438,6474438,"SLC25A23,CRB3","SLC25A23,DENND1C,CRB3","CRB3","SLC25A23",765,"Promoter (<=1kb)",0,"Promoter","chr19_6464146-6464731","Promoter"
"chr19:6725380-6725867","chr19",6725380,6725867,6725623,323,6715623,6735623,"C3","GPR108,C3","C3","C3",4939,"Intron (ENST00000600744.1/718, intron 1 of 3)",4695,"Intron","chr19_6725380-6725867","Intron"
"chr19:7214256-7214661","chr19",7214256,7214661,7214458,87,7204458,7224458,"","INSR","INSR","INSR",79576,"Intron (ENST00000341500.9/3643, intron 2 of 20)",14827,"Intron","chr19_7214256-7214661","Intron"
"chr19:7396175-7396610","chr19",7396175,7396610,7396392,105,7386392,7406392,"ARHGEF18-AS1","ARHGEF18-AS1,ARHGEF18","ARHGEF18","ARHGEF18",1279,"Promoter (<=1kb)",989,"Promoter","chr19_7396175-7396610","Promoter"
"chr19:8246354-8246880","chr19",8246354,8246880,8246617,1064,8236617,8256617,"","LOC107985282,CERS4","CERS4","CERS4",39881,"Intron (ENST00000561008.5/79603, intron 2 of 3)",-3646,"Intron","chr19_8246354-8246880","Intron"
"chr19:8388097-8388386","chr19",8388097,8388386,8388241,45,8378241,8398241,"RAB11B-AS1,MIR4999,RAB11B","RAB11B-AS1,MIR4999,RAB11B","RAB11B-AS1","RAB11B",-1740,"Promoter (<=1kb)",994,"Promoter","chr19_8388097-8388386","Promoter"
"chr19:8640231-8641012","chr19",8640231,8641012,8640621,558,8630621,8650621,"NFILZ","NFILZ","NFILZ","ADAMTS10",-29886,"Intron (ENST00000691075.1/105372267, intron 3 of 5)",9560,"Intron","chr19_8640231-8641012","Intron"
"chr19:9110010-9110340","chr19",9110010,9110340,9110175,70,9100175,9120175,"OR7G1,OR7G2","OR7G1,OR7G2","OR7G2","OR7G1",5588,"Distal Intergenic",-2535,"Intergenic","chr19_9110010-9110340","Upstream"
"chr19:10485955-10486416","chr19",10485955,10486416,10486185,261,10476185,10496185,"","KEAP1","KEAP1","KEAP1",17556,"3' UTR",3019,"3UTR","chr19_10485955-10486416","3UTR"
"chr19:10764316-10764628","chr19",10764316,10764628,10764472,107,10754472,10774472,"","DNM2","DNM2","DNM2",46393,"Intron (ENST00000682524.1/1785, intron 2 of 7)",1217,"Intron","chr19_10764316-10764628","Intron"
"chr19:10939379-10939795","chr19",10939379,10939795,10939587,289,10929587,10949587,"","TIMM29","TIMM29","TIMM29",10854,"Distal Intergenic",10568,"Intergenic","chr19_10939379-10939795","Intergenic"
"chr19:11239322-11239772","chr19",11239322,11239772,11239547,557,11229547,11249547,"ANGPTL8","ANGPTL8,DOCK6","DOCK6","DOCK6",22934,"Promoter (<=1kb)",0,"Promoter","chr19_11239322-11239772","Promoter"
"chr19:11766821-11767173","chr19",11766821,11767173,11766997,66,11756997,11776997,"ZNF441","ZNF441","ZNF441","ZNF441",-3,"Promoter (<=1kb)",0,"Promoter","chr19_11766821-11767173","Promoter"
"chr19:11767753-11768147","chr19",11767753,11768147,11767950,177,11757950,11777950,"ZNF441","ZNF441","ZNF441","ZNF441",950,"Promoter (<=1kb)",661,"Promoter","chr19_11767753-11768147","Promoter"
"chr19:11888172-11888595","chr19",11888172,11888595,11888383,158,11878383,11898383,"ZNF69","ZNF69,ZNF439","ZNF69","ZNF69",599,"Promoter (<=1kb)",317,"Promoter","chr19_11888172-11888595","Promoter"
"chr19:12293778-12294142","chr19",12293778,12294142,12293960,176,12283960,12303960,"ZNF44","ZNF44","ZNF44","ZNF44",927,"Promoter (<=1kb)",652,"Promoter","chr19_12293778-12294142","Promoter"
"chr19:13026340-13026884","chr19",13026340,13026884,13026612,1170,13016612,13036612,"","NFIX","NFIX","NFIX",31004,"Intron (ENST00000592199.6/4784, intron 2 of 10)",1164,"Intron","chr19_13026340-13026884","Intron"
"chr19:13195619-13196080","chr19",13195619,13196080,13195849,289,13185849,13205849,"","","CACNA1A","CACNA1A",437176,"Intron (ENST00000773684.1/ENST00000773684.1, intron 2 of 4)",18471,"Intron","chr19_13195619-13196080","Intron"
"chr19:15297410-15297699","chr19",15297410,15297699,15297554,88,15287554,15307554,"","BRD4","BRD4","BRD4",34991,"Intron (ENST00000679869.1/23476, intron 1 of 19)",-16959,"Intron","chr19_15297410-15297699","Intron"
"chr19:15498178-15498574","chr19",15498178,15498574,15498376,72,15488376,15508376,"PGLYRP2","PGLYRP2","PGLYRP2","PGLYRP2",580,"Promoter (<=1kb)",382,"Promoter","chr19_15498178-15498574","Promoter"
"chr19:16492946-16493516","chr19",16492946,16493516,16493231,895,16483231,16503231,"CALR3,C19orf44","CALR3,C19orf44,MED26","MED26",NA,134973,"Intron (ENST00000269881.8/125972, intron 2 of 8)",2603,"Intron","chr19_16492946-16493516","Intron"
"chr19:17008445-17008947","chr19",17008445,17008947,17008696,438,16998696,17018696,"","CPAMD8","CPAMD8","CPAMD8",18119,"Exon (ENST00000651564.2/27151, exon 7 of 42)",-5915,"Exon","chr19_17008445-17008947","Exon"
"chr19:17246688-17247197","chr19",17246688,17247197,17246942,378,17236942,17256942,"NR2F6","NR2F6,USHBP1","USHBP1",NA,8506,"Promoter (<=1kb)",-769,"Promoter","chr19_17246688-17247197","Promoter"
"chr19:17247885-17248211","chr19",17247885,17248211,17248048,96,17238048,17258048,"NR2F6","NR2F6,USHBP1","USHBP1",NA,7400,"Promoter (1-2kb)",-1966,"Promoter","chr19_17247885-17248211","Promoter"
"chr19:18135917-18136431","chr19",18135917,18136431,18136174,1056,18126174,18146174,"","MAST3","MAST3","MAST3",38381,"Promoter (<=1kb)",-924,"Promoter","chr19_18135917-18136431","Promoter"
"chr19:18469119-18469656","chr19",18469119,18469656,18469387,406,18459387,18479387,"","ELL","ELL","ELL",52740,"Intron (ENST00000262809.9/8178, intron 2 of 11)",6277,"Intron","chr19_18469119-18469656","Intron"
"chr19:18504360-18504872","chr19",18504360,18504872,18504616,856,18494616,18514616,"","ELL","ELL","ELL",17511,"Intron (ENST00000262809.9/8178, intron 1 of 11)",17195,"Intron","chr19_18504360-18504872","Intron"
"chr19:18737947-18738410","chr19",18737947,18738410,18738178,526,18728178,18748178,"","CRTC1","CRTC1","CRTC1",54501,"Intron (ENST00000338797.10/23373, intron 1 of 14)",2338,"Intron","chr19_18737947-18738410","Intron"
"chr19:32373787-32374344","chr19",32373787,32374344,32374065,656,32364065,32384065,"LOC124904689","LOC124904689,ZNF507,DPY19L3-DT","DPY19L3-DT","ZNF507",28471,"Promoter (<=1kb)",-711,"Promoter","chr19_32373787-32374344","Promoter"
"chr19:32869638-32870090","chr19",32869638,32870090,32869864,136,32859864,32879864,"SLC7A9","SLC7A9,CEP89","SLC7A9","SLC7A9",-98,"Promoter (<=1kb)",0,"Promoter","chr19_32869638-32870090","Promoter"
"chr19:33041185-33041768","chr19",33041185,33041768,33041476,1310,33031476,33051476,"","RHPN2","RHPN2","RHPN2",23412,"Intron (ENST00000254260.8/85415, intron 2 of 14)",-13914,"Intron","chr19_33041185-33041768","Intron"
"chr19:33100822-33101231","chr19",33100822,33101231,33101026,122,33091026,33111026,"","GPATCH1","GPATCH1","GPATCH1",20146,"Intron (ENST00000592165.1/55094, intron 7 of 9)",-8646,"Intron","chr19_33100822-33101231","Intron"
"chr19:33275916-33276445","chr19",33275916,33276445,33276180,1112,33266180,33286180,"","","CEBPA","CEBPA",26384,"Intron (ENST00000821118.1/ENST00000821118.1, intron 1 of 1)",26089,"Intron","chr19_33275916-33276445","Intron"
"chr19:34306207-34306627","chr19",34306207,34306627,34306417,262,34296417,34316417,"","GARRE1","GARRE1","GARRE1",51880,"Intron (ENST00000588470.5/9710, intron 3 of 3)",40639,"Intron","chr19_34306207-34306627","Intron"
"chr19:34995496-34995970","chr19",34995496,34995970,34995733,281,34985733,35005733,"GRAMD1A","GRAMD1A","GRAMD1A","GRAMD1A",949,"Promoter (<=1kb)",712,"Promoter","chr19_34995496-34995970","Promoter"
"chr19:35006297-35006670","chr19",35006297,35006670,35006483,202,34996483,35016483,"","GRAMD1A","GRAMD1A","GRAMD1A",11699,"Intron (ENST00000599564.5/57655, intron 2 of 19)",-3003,"Intron","chr19_35006297-35006670","Intron"
"chr19:35042271-35042931","chr19",35042271,35042931,35042601,448,35032601,35052601,"HPN","HPN-AS1,HPN,SCN1B","HPN","HPN",2095,"Promoter (<=1kb)",504,"Promoter","chr19_35042271-35042931","Promoter"
"chr19:35458781-35459292","chr19",35458781,35459292,35459036,1167,35449036,35469036,"","FFAR2","FFAR2","FFAR2",15129,"Exon (ENST00000810156.1/ENST00000810156.1, exon 1 of 3)",10524,"Exon","chr19_35458781-35459292","Exon"
"chr19:35812662-35813218","chr19",35812662,35813218,35812940,968,35802940,35822940,"PRODH2","PRODH2","PRODH2","PRODH2",359,"Promoter (<=1kb)",0,"Promoter","chr19_35812662-35813218","Promoter"
"chr19:36377837-36378208","chr19",36377837,36378208,36378022,158,36368022,36388022,"ZFP14","ZFP82,ZFP14","ZFP14","ZFP14",1177,"Promoter (<=1kb)",993,"Promoter","chr19_36377837-36378208","Promoter"
"chr19:37931869-37932355","chr19",37931869,37932355,37932112,456,37922112,37942112,"","SIPA1L3","SIPA1L3","SIPA1L3",24884,"Promoter (<=1kb)",0,"Promoter","chr19_37931869-37932355","Promoter"
"chr19:38763716-38764312","chr19",38763716,38764312,38764014,417,38754014,38774014,"CAPN12,LGALS7","CAPN12,LGALS7","CAPN12","CAPN12",5890,"Intron (ENST00000601953.5/147968, intron 1 of 19)",5592,"Intron","chr19_38763716-38764312","Intron"
"chr19:38784273-38784741","chr19",38784273,38784741,38784507,236,38774507,38794507,"LGALS7B","LGALS7B","LGALS7B","LGALS7",-4704,"Distal Intergenic",-4459,"Intergenic","chr19_38784273-38784741","Intergenic"
"chr19:38976312-38976783","chr19",38976312,38976783,38976547,232,38966547,38986547,"FBXO17","FBXO17","FBXO17","FBXO17",-637,"Promoter (<=1kb)",-570,"Promoter","chr19_38976312-38976783","Promoter"
"chr19:39125954-39127012","chr19",39125954,39127012,39126483,459,39116483,39136483,"PAK4,PAK4-AS1","PAK4,PAK4-AS1","PAK4","PAK4",713,"Promoter (<=1kb)",120,"Promoter","chr19_39125954-39127012","Promoter"
"chr19:39641746-39642209","chr19",39641746,39642209,39641977,176,39631977,39651977,"LOC100129935","LOC100129935","LOC100129935","LGALS16",-13917,"Exon (ENST00000597077.2/100129935, exon 4 of 4)",1294,"Exon","chr19_39641746-39642209","Exon"
"chr19:39943966-39944575","chr19",39943966,39944575,39944270,728,39934270,39954270,"FCGBP","FCGBP","FCGBP","FCGBP",-9644,"Intron (ENST00000794087.1/ENST00000794087.1, intron 1 of 1)",-9340,"Intron","chr19_39943966-39944575","Intron"
"chr19:42255018-42255398","chr19",42255018,42255398,42255208,215,42245208,42265208,"ERF,GSK3A","ERF,GSK3A","GSK3A","ERF",-51,"Promoter (<=1kb)",0,"Promoter","chr19_42255018-42255398","Promoter"
"chr19:42497688-42498285","chr19",42497688,42498285,42497986,1198,42487986,42507986,"","LIPE-AS1,LOC105372407,CEACAM1","LOC105372407","CEACAM1",63248,"Intron (ENST00000685574.3/100996307, intron 2 of 3)",12799,"Intron","chr19_42497688-42498285","Intron"
"chr19:44571267-44571742","chr19",44571267,44571742,44571504,459,44561504,44581504,"","CEACAM22P","CEACAM22P","CEACAM20",-41716,"Intron (ENST00000455455.1/388550, intron 1 of 3)",-14350,"Intron","chr19_44571267-44571742","Intron"
"chr19:44694807-44695136","chr19",44694807,44695136,44694971,152,44684971,44704971,"CEACAM16","CEACAM16-AS1,CEACAM16","CEACAM16-AS1","CEACAM16",-4180,"Intron (ENST00000662585.1/107985305, intron 2 of 2)",-4015,"Intron","chr19_44694807-44695136","Intron"
"chr19:44746961-44747383","chr19",44746961,44747383,44747172,326,44737172,44757172,"BCL3","BCL3","BCL3","BCL3",-533,"Promoter (<=1kb)",-322,"Promoter","chr19_44746961-44747383","Promoter"
"chr19:44818091-44818407","chr19",44818091,44818407,44818249,51,44808249,44828249,"BCAM","BCAM","BCAM","BCAM",9190,"Promoter (<=1kb)",-124,"Promoter","chr19_44818091-44818407","Promoter"
"chr19:45534902-45535229","chr19",45534902,45535229,45535065,70,45525065,45545065,"","VASP,OPA3","OPA3","OPA3",67147,"Intron (ENST00000323060.4/80207, intron 1 of 1)",9108,"Intron","chr19_45534902-45535229","Intron"
"chr19:45577415-45577880","chr19",45577415,45577880,45577647,388,45567647,45587647,"","OPA3","OPA3","OPA3",24565,"Exon (ENST00000800867.1/ENST00000800867.1, exon 2 of 2)",6922,"Exon","chr19_45577415-45577880","Exon"
"chr19:45583887-45584192","chr19",45583887,45584192,45584039,53,45574039,45594039,"","GPR4,OPA3","OPA3","OPA3",18173,"Promoter (<=1kb)",610,"Promoter","chr19_45583887-45584192","Promoter"
"chr19:45873590-45874077","chr19",45873590,45874077,45873833,64,45863833,45883833,"FOXA3","IRF2BP1,FOXA3","FOXA3","FOXA3",9844,"3' UTR",9264,"3UTR","chr19_45873590-45874077","3UTR"
"chr19:45881822-45882367","chr19",45881822,45882367,45882094,1364,45872094,45892094,"IRF2BP1","IRF2BP1,FOXA3,MYPOP","IRF2BP1","IRF2BP1",4076,"Distal Intergenic",3774,"Intergenic","chr19_45881822-45882367","Intergenic"
"chr19:45882671-45883206","chr19",45882671,45883206,45882938,1582,45872938,45892938,"IRF2BP1","IRF2BP1,FOXA3,MYPOP","IRF2BP1","IRF2BP1",3232,"Exon (ENST00000843320.1/ENST00000843320.1, exon 1 of 2)",2935,"Exon","chr19_45882671-45883206","Exon"
"chr19:46404512-46404982","chr19",46404512,46404982,46404747,417,46394747,46414747,"PPP5C-AS1,CCDC8","PPP5C-AS1,CCDC8","PPP5C-AS1","CCDC8",8837,"Promoter (<=1kb)",-233,"Promoter","chr19_46404512-46404982","Promoter"
"chr19:46425926-46426426","chr19",46425926,46426426,46426176,198,46416176,46436176,"PNMA8C","PNMA8C","PNMA8C","PNMA8C",2775,"3' UTR",2510,"3UTR","chr19_46425926-46426426","3UTR"
"chr19:46856399-46856773","chr19",46856399,46856773,46856586,135,46846586,46866586,"AP2S1,ARHGAP35","AP2S1,ARHGAP35","ARHGAP35","AP2S1",-5594,"Distal Intergenic",-4224,"Intergenic","chr19_46856399-46856773","Intergenic"
"chr19:46954606-46954974","chr19",46954606,46954974,46954790,52,46944790,46964790,"","ARHGAP35","ARHGAP35","ARHGAP35",36114,"Intron (ENST00000672722.1/2909, intron 3 of 6)",17286,"Intron","chr19_46954606-46954974","Intron"
"chr19:46984473-46984971","chr19",46984473,46984971,46984722,353,46974722,46994722,"","ARHGAP35","ARHGAP35","ARHGAP35",66046,"Intron (ENST00000672722.1/2909, intron 3 of 6)",-4613,"Intron","chr19_46984473-46984971","Intron"
"chr19:47512583-47513012","chr19",47512583,47513012,47512797,221,47502797,47522797,"NAPA","ZNF541,NAPA","NAPA","NAPA",2443,"Promoter (<=1kb)",0,"Promoter","chr19_47512583-47513012","Promoter"
"chr19:48354708-48355023","chr19",48354708,48355023,48354865,97,48344865,48364865,"SYNGR4,TMEM143","SYNGR4,TMEM143","TMEM143","TMEM143",9372,"Intron (ENST00000293261.8/55260, intron 3 of 7)",8651,"Intron","chr19_48354708-48355023","Intron"
"chr19:48558325-48558691","chr19",48558325,48558691,48558508,76,48548508,48568508,"SULT2B1","SULT2B1","SULT2B1","SULT2B1",6433,"Intron (ENST00000201586.7/6820, intron 1 of 6)",6153,"Intron","chr19_48558325-48558691","Intron"
"chr19:48769238-48769603","chr19",48769238,48769603,48769420,209,48759420,48779420,"","","FGF21","FGF21",13861,"Distal Intergenic",13151,"Intergenic","chr19_48769238-48769603","Intergenic"
"chr19:48963282-48963864","chr19",48963282,48963864,48963573,1419,48953573,48973573,"FTL,BAX","FTL,GYS1,BAX","FTL","FTL",-1728,"Promoter (1-2kb)",-1445,"Promoter","chr19_48963282-48963864","Promoter"
"chr19:49170442-49170835","chr19",49170442,49170835,49170638,78,49160638,49180638,"","TRPM4","TRPM4","TRPM4",12897,"Intron (ENST00000598691.5/54795, intron 4 of 4)",1815,"Intron","chr19_49170442-49170835","Intron"
"chr19:49331714-49332096","chr19",49331714,49332096,49331905,88,49321905,49341905,"SLC6A16,CD37","SLC6A16,TEAD2,CD37","SLC6A16","CD37",-3266,"Promoter (<=1kb)",0,"Promoter","chr19_49331714-49332096","Promoter"
"chr19:49513020-49513431","chr19",49513020,49513431,49513225,184,49503225,49523225,"FCGRT","FCGRT","FCGRT","FCGRT",6409,"Promoter (<=1kb)",0,"Promoter","chr19_49513020-49513431","Promoter"
"chr19:53535392-53535903","chr19",53535392,53535903,53535647,413,53525647,53545647,"","ZNF331","ZNF331","ZNF331",14666,"Promoter (1-2kb)",-1350,"Promoter","chr19_53535392-53535903","Promoter"
"chr19:53586210-53586648","chr19",53586210,53586648,53586429,127,53576429,53596429,"","LOC284379,ZNF331","LOC284379","ZNF331",65448,"Intron (ENST00000790248.1/284379, intron 3 of 3)",-14129,"Intron","chr19_53586210-53586648","Intron"
"chr19:54203250-54203666","chr19",54203250,54203666,54203458,219,54193458,54213458,"RPS9","RPS9,TSEN34","RPS9","RPS9",2716,"Intron (ENST00000484121.5/6203, intron 3 of 3)",2090,"Intron","chr19_54203250-54203666","Intron"
"chr19:54210639-54211135","chr19",54210639,54211135,54210887,523,54200887,54220887,"","LILRB3,RPS9","RPS9","RPS9",10145,"Exon (ENST00000768248.1/ENST00000768248.1, exon 1 of 3)",6563,"Exon","chr19_54210639-54211135","Exon"
"chr19:54368954-54369397","chr19",54368954,54369397,54369175,266,54359175,54379175,"LAIR1","LAIR1","LAIR1","LAIR1",1383,"Promoter (<=1kb)",-355,"Promoter","chr19_54368954-54369397","Promoter"
"chr19:55228569-55229050","chr19",55228569,55229050,55228809,835,55218809,55238809,"MIR6804,TMEM86B","MIR6804,LOC124904771,PPP6R1,TMEM86B","TMEM86B","TMEM86B",455,"Promoter (<=1kb)",0,"Promoter","chr19_55228569-55229050","Promoter"
"chr19:55461612-55462131","chr19",55461612,55462131,55461871,336,55451871,55471871,"C19orf85,ISOC2","C19orf85,ISOC2","ISOC2","ISOC2",472,"Promoter (<=1kb)",0,"Promoter","chr19_55461612-55462131","Promoter"
"chr19:55683893-55684250","chr19",55683893,55684250,55684071,64,55674071,55694071,"EPN1","U2AF2,EPN1","EPN1","EPN1",8845,"Intron (ENST00000270460.11/29924, intron 2 of 10)",3217,"Intron","chr19_55683893-55684250","Intron"
